# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YNL048W	NC_001146.8	538173	539819	+	1647	3406	2921	3395	3195
YNL047C	NC_001146.8	539911	541881	-	1971	2036	2115	1899	1783
YNL046W	NC_001146.8	542304	542822	+	519	1144	1325	1026	1197
YNL045W	NC_001146.8	542963	544978	+	2016	3494	3571	4448	4476
YNL044W	NC_001146.8;NC_001146.8	545268;545371	545291;545877	+;+	531	5560	6932	5146	6215
YNCN0009W	NC_001146.8;NC_001146.8	547094;547161	547129;547196	+;+	72	13	11	13	12
YNL042W-B	NC_001146.8	547113	547370	+	258	73	64	94	70
YNL042W	NC_001146.8	548100	549290	+	1191	706	818	708	702
YNL041C	NC_001146.8	549468	551987	-	2520	2450	2551	2487	2659
YNL040C-A	NC_001146.8	552478	552558	-	81	222	182	118	148
YNL040W	NC_001146.8	553380	554750	+	1371	2277	2407	2393	2567
YNL039W	NC_001146.8	555048	556832	+	1785	3171	3406	3305	3288
YNL038W	NC_001146.8;NC_001146.8	557020;557685	557610;557783	+;+	690	2731	2436	2137	2911
YNL037C	NC_001146.8	557920	559002	-	1083	5990	6946	9427	15552
YNL036W	NC_001146.8	559814	560479	+	666	33832	40750	27195	47367
YNCN0010C	NC_001146.8	560693	560765	-	73	11	5	7	3
YNCN0011W	NC_001146.8;NC_001146.8	568115;568182	568150;568217	+;+	72	52	99	21	36
YNL035C	NC_001146.8	568522	569691	-	1170	1466	1535	1494	2027
YNCN0012C	NC_001146.8	569867	569940	-	74	19	20	14	14
YNL034W	NC_001146.8	570477	572315	+	1839	423	447	311	292
YNL033W	NC_001146.8	572999	573853	+	855	73	63	47	51
YNL032W	NC_001146.8	574506	575351	+	846	2847	2610	2224	2839
YNL031C	NC_001146.8	575640	576050	-	411	13972	16404	13318	16722
YNL030W	NC_001146.8	576727	577038	+	312	4619	6764	4133	7036
YNL029C	NC_001146.8	577205	578773	-	1569	1167	1156	889	1293
YNL027W	NC_001146.8	579580	581616	+	2037	3644	3794	3743	3755
YNL026W	NC_001146.8	581920	583374	+	1455	2894	2974	2562	2593
YNL025C	NC_001146.8	584320	585291	-	972	965	1064	910	729
YNCN0013W	NC_001146.8	585587	585926	+	340	356	389	262	336
YNCN0014W	NC_001146.8	586090	586175	+	86	91	111	100	155
YNL024C-A	NC_001146.8	586602	586820	-	219	3218	2708	2754	3538
YNL024C	NC_001146.8	587107	587847	-	741	687	1188	300	402
YNL023C	NC_001146.8	588263	591160	-	2898	3521	3883	3058	3053
YNL022C	NC_001146.8	591427	592899	-	1473	1832	2098	1551	1714
YNL021W	NC_001146.8	593227	595347	+	2121	1129	1345	1058	1321
YNL020C	NC_001146.8	595623	597539	-	1917	2243	2619	2306	2310
YNL019C	NC_001146.8	598376	599230	-	855	144	165	93	91
YNL018C	NC_001146.8	599936	601774	-	1839	186	219	118	109
YNCN0015W	NC_001146.8	602312	602385	+	74	13	21	17	11
YNL016W	NC_001146.8	602907	604268	+	1362	4177	4593	4770	4843
YNL015W	NC_001146.8	605384	605611	+	228	24301	25726	24710	36884
YNL014W	NC_001146.8	606319	609453	+	3135	26590	23907	29404	18508
YNL012W	NC_001146.8;NC_001146.8	609686;609875	609790;611665	+;+	1896	3938	3714	3106	3206
YNL011C	NC_001146.8	611836	613170	-	1335	965	1058	840	1121
YNL010W	NC_001146.8	613635	614360	+	726	4248	4813	3627	5635
YNL009W	NC_001146.8	614821	616083	+	1263	12234	9430	10617	8601
YNL008C	NC_001146.8	616211	618241	-	2031	4203	4053	3832	4232
YNL007C	NC_001146.8	618507	619565	-	1059	26961	30676	25508	23000
YNL006W	NC_001146.8	620067	620978	+	912	6526	6694	6119	5831
YNL005C	NC_001146.8	621313	622428	-	1116	5289	5816	5387	8000
YNL004W	NC_001146.8;NC_001146.8	622915;623287	622944;624621	+;+	1365	5562	5969	5158	6045
YNL003C	NC_001146.8	624975	625829	-	855	1743	1926	1382	1780
YNL002C	NC_001146.8	626174	627142	-	969	4891	5435	4477	6181
YNL001W	NC_001146.8	627456	628616	+	1161	1591	1634	1346	1857
YNR001C	NC_001146.8	629622	631061	-	1440	26497	28868	37723	44395
YNCN0016C	NC_001146.8	631846	631917	-	72	26	27	37	51
YNCN0017W	NC_001146.8	632599	632672	+	74	24	12	17	31
YNR002C	NC_001146.8	633008	633856	-	849	22690	29707	10734	18424
YNR003C	NC_001146.8	634344	635297	-	954	1486	1580	1300	1298
YNR004W	NC_001146.8	635943	636383	+	441	471	553	391	453
YNR006W	NC_001146.8	636986	638854	+	1869	4566	4614	4134	3176
YNR007C	NC_001146.8	639182	640114	-	933	4248	4305	4004	3100
YNR008W	NC_001146.8	640396	642381	+	1986	1454	1766	1472	1625
YNR009W	NC_001146.8	642690	643439	+	750	776	801	621	654
YNR010W	NC_001146.8	643744	644193	+	450	1034	1341	845	1108
YNR011C	NC_001146.8	644320	646950	-	2631	2037	2207	1850	1573
YNR012W	NC_001146.8	647432	648937	+	1506	916	959	656	885
YNR013C	NC_001146.8	649028	651712	-	2685	2476	2542	2819	2410
YNR014W	NC_001146.8	652465	653103	+	639	1082	1342	247	436
YNR015W	NC_001146.8	653387	654541	+	1155	1402	1450	1487	1464
YNR016C	NC_001146.8	654673	661374	-	6702	109205	112887	80890	68527
YNR017W	NC_001146.8	662913	663581	+	669	4987	5899	5038	5433
YNR018W	NC_001146.8	664270	664944	+	675	2592	2917	3128	3727
YNR019W	NC_001146.8	665339	667267	+	1929	5984	6326	6220	5751
YNR020C	NC_001146.8	667410	668222	-	813	1215	1259	880	1293
YNR021W	NC_001146.8	668377	669591	+	1215	3730	3335	4084	5439
YNR022C	NC_001146.8	669774	670193	-	420	2673	2815	2599	4152
YNR023W	NC_001146.8	670418	672118	+	1701	1958	1998	1906	1857
YNR024W	NC_001146.8	672409	672969	+	561	2251	2489	1820	2011
YNR026C	NC_001146.8	673274	674689	-	1416	1463	1817	1347	1647
YNR027W	NC_001146.8	674923	675876	+	954	1168	1168	964	1099
YNR028W	NC_001146.8	676177	677103	+	927	2380	2191	2154	2252
YNR029C	NC_001146.8	677199	678488	-	1290	2703	3038	2229	2450
YNR030W	NC_001146.8	678799	680454	+	1656	3432	3813	2418	2643
YNR031C	NC_001146.8	680694	685433	-	4740	3455	3733	3699	3224
YNR032W	NC_001146.8	686010	687116	+	1107	1938	2104	1922	2092
YNR032C-A	NC_001146.8	687243	687464	-	222	2137	1993	2142	2596
YNR033W	NC_001146.8	687635	689998	+	2364	3338	3672	3058	2826
YNR034W	NC_001146.8	690321	691286	+	966	2196	2120	2609	1863
YNR034W-A	NC_001146.8	692561	692857	+	297	64020	68531	23429	28835
YNR035C	NC_001146.8	693019	694047	-	1029	6274	5781	6191	8123
YNR036C	NC_001146.8	694361	694822	-	462	7942	7747	8015	9646
YNR037C	NC_001146.8	695052	695327	-	276	1940	2004	1649	2780
YNR038W	NC_001146.8	695595	697484	+	1890	1785	1956	1622	1745
YNR039C	NC_001146.8	697614	699431	-	1818	2749	2773	2446	1962
YNR040W	NC_001146.8	699690	700460	+	771	947	1007	707	1120
YNR041C	NC_001146.8	700541	701659	-	1119	1349	1566	1139	2010
YNR043W	NC_001146.8	701895	703085	+	1191	2910	3367	3101	4310
YNR044W	NC_001146.8	703699	705876	+	2178	1902	2103	2114	1652
YNR045W	NC_001146.8	706139	707608	+	1470	2164	2240	1934	1947
YNR046W	NC_001146.8	707788	708195	+	408	2184	2400	2437	2268
YNR047W	NC_001146.8	708523	711204	+	2682	2248	2540	2194	1999
YNR048W	NC_001146.8	711630	712811	+	1182	1920	1840	1492	1555
YNR049C	NC_001146.8	713023	713655	-	633	1846	1864	1601	1600
YNR050C	NC_001146.8	714048	715388	-	1341	3972	4326	5543	8645
YNCN0018W	NC_001146.8	716120	716284	+	165	242	295	142	471
YNR051C	NC_001146.8	716780	718327	-	1548	4098	4859	4768	4747
YNR052C	NC_001146.8	719346	720647	-	1302	2622	2902	2631	2753
YNR053C	NC_001146.8;NC_001146.8	721120;722303	721770;723112	-;-	1461	3526	4262	3343	5617
YNCN0019C	NC_001146.8	721938	722211	-	274	127	159	81	130
YNR054C	NC_001146.8	723356	724306	-	951	1400	1501	1365	1486
YNCN0020C	NC_001146.8	726134	726217	-	84	2	5	1	5
YNR055C	NC_001146.8	728426	730186	-	1761	3450	3676	3305	3310
YNR056C	NC_001146.8	731618	733303	-	1686	467	547	337	339
YNR057C	NC_001146.8	733356	734069	-	714	935	1048	734	858
YNR058W	NC_001146.8	734291	735733	+	1443	829	896	588	614
YNR059W	NC_001146.8	736803	738545	+	1743	1342	1426	1258	1117
YNR060W	NC_001146.8	739951	742110	+	2160	1703	1774	1479	1248
YNR061C	NC_001146.8	742881	743540	-	660	4194	3497	3187	3154
YNR062C	NC_001146.8	744360	745343	-	984	476	533	569	572
YNR063W	NC_001146.8	746943	748766	+	1824	1163	1272	1186	966
YNR064C	NC_001146.8	749136	750008	-	873	2606	2695	3000	2316
YNR065C	NC_001146.8	750350	753700	-	3351	903	1066	768	828
YNR066C	NC_001146.8	753725	755035	-	1311	271	339	238	204
YNR067C	NC_001146.8	755746	759099	-	3354	2433	3219	3086	4917
YNR068C	NC_001146.8	760067	760885	-	819	768	839	588	563
YNR069C	NC_001146.8	761123	762592	-	1470	795	958	675	581
YNR070W	NC_001146.8	765375	769376	+	4002	46	47	56	61
YNR071C	NC_001146.8	770440	771468	-	1029	0	0	0	0
YNR072W	NC_001146.8	772657	774351	+	1695	373	361	39	41
YNR073C	NC_001146.8	774792	776300	-	1509	3010	3052	558	485
YNR074C	NC_001146.8	777602	778738	-	1137	0	0	0	0
YNR075W	NC_001146.8	779916	781040	+	1125	388	660	268	237
YNR075C-A	NC_001146.8	781511	781603	-	93	48	101	46	47
YNR076W	NC_001146.8	781918	782280	+	363	1	2	0	0
YNR077C	NC_001146.8	783287	783541	-	255	1	6	1	1
YOL166W-A	NC_001147.6	585	740	+	156	0	0	0	0
YOL165C	NC_001147.6	1647	2078	-	432	70	70	80	130
YOL164W-A	NC_001147.6	4130	4312	+	183	443	442	447	484
YOL164W	NC_001147.6	6175	8115	+	1941	2719	2949	2227	2126
YOL163W	NC_001147.6	9597	10106	+	510	368	420	333	348
YOL162W	NC_001147.6	10119	10766	+	648	300	336	305	301
YOL161C	NC_001147.6	11549	11911	-	363	4	4	1	7
YOL160W	NC_001147.6	14313	14654	+	342	223	167	193	231
YOL159C-A	NC_001147.6	15233	15505	-	273	646	643	552	961
YOL159C	NC_001147.6	17281	17796	-	516	1879	1785	1925	2035
YOL158C	NC_001147.6	19491	21311	-	1821	1902	2118	1934	1628
YOL157C	NC_001147.6	22525	24294	-	1770	684	731	632	519
YOL156W	NC_001147.6	25273	26976	+	1704	1051	1196	878	767
YOL155W-A	NC_001147.6	27084	27218	+	135	168	182	71	152
YOL155C	NC_001147.6	28703	31606	-	2904	16138	18904	15030	14613
YOL154W	NC_001147.6	34658	35407	+	750	836	881	847	837
YOL153C	NC_001147.6	36822	38567	-	1746	3386	3299	3536	2733
YOL152W	NC_001147.6	40748	42610	+	1863	885	1043	907	992
YOL151W	NC_001147.6	43694	44722	+	1029	11890	10552	12262	8116
YOL149W	NC_001147.6	44938	45633	+	696	2914	2769	2307	3114
YOL148C	NC_001147.6	45760	47574	-	1815	1851	2035	1644	1605
YOL147C	NC_001147.6	47933	48643	-	711	14026	11650	15672	14503
YOL146W	NC_001147.6	48864	49448	+	585	2047	1759	1572	2286
YOL145C	NC_001147.6	49555	52788	-	3234	3659	3828	3476	3841
YOL144W	NC_001147.6	53098	54552	+	1455	1186	1301	1070	931
YOL143C	NC_001147.6	54595	55104	-	510	3950	4336	3768	4692
YOL142W	NC_001147.6	55558	56280	+	723	3267	3415	2381	2886
YOL141W	NC_001147.6	56452	58539	+	2088	439	466	425	315
YOL140W	NC_001147.6	58759	60030	+	1272	2098	2535	1900	2277
YOL139C	NC_001147.6	60383	61024	-	642	11074	11620	9890	15837
YOL138C	NC_001147.6	61325	65350	-	4026	1903	2169	1995	1620
YOL137W	NC_001147.6	65621	67114	+	1494	1162	1347	1139	1329
YOL136C	NC_001147.6	67561	68754	-	1194	1469	2049	419	545
YOL135C	NC_001147.6	69376	70044	-	669	1169	1177	976	882
YOL133W	NC_001147.6	70325	70690	+	366	4048	3347	3529	3425
YOL132W	NC_001147.6	71300	72715	+	1416	739	753	784	920
YOL131W	NC_001147.6	73031	73357	+	327	1073	922	831	418
YOL130W	NC_001147.6	74400	76979	+	2580	2836	3433	2757	2334
YOL129W	NC_001147.6	77560	78114	+	555	7327	6765	7300	7478
YOL128C	NC_001147.6	78352	79479	-	1128	917	924	739	896
YOL127W	NC_001147.6;NC_001147.6	80348;80775	80360;81190	+;+	429	20753	23087	22280	36674
YOL126C	NC_001147.6	81787	82920	-	1134	19284	14801	25234	18787
YOL125W	NC_001147.6	83834	85264	+	1431	1931	2217	1825	2470
YOL124C	NC_001147.6	85456	86757	-	1302	953	1141	1067	1585
YOL123W	NC_001147.6	87844	89448	+	1605	5476	6033	8324	8577
YOL122C	NC_001147.6	89692	91419	-	1728	3340	3127	3757	3517
YOL121C	NC_001147.6;NC_001147.6	92026;92831	92440;92850	-;-	435	8343	9193	9041	16537
YOL120C	NC_001147.6;NC_001147.6	93395;94291	93843;94402	-;-	561	13531	16457	15798	24376
YOL119C	NC_001147.6	94856	96361	-	1506	4989	4468	6048	4347
YOL118C	NC_001147.6	96608	96916	-	309	811	769	610	623
YOL117W	NC_001147.6	97551	99488	+	1938	1375	1235	1161	878
YOL116W	NC_001147.6	99809	100957	+	1149	2481	2736	2322	2466
YOL115W	NC_001147.6	101475	103229	+	1755	2642	3094	2690	2535
YOL114C	NC_001147.6	103317	103925	-	609	345	347	333	361
YOL113W	NC_001147.6	104326	106293	+	1968	2770	3095	1865	1990
YOL112W	NC_001147.6	106710	108188	+	1479	2417	2770	2555	2950
YOL111C	NC_001147.6	108258	108896	-	639	2312	2303	2682	2051
YOL110W	NC_001147.6	109176	109889	+	714	3134	2776	2954	2217
YOL109W	NC_001147.6	110297	110638	+	342	84218	79311	85038	154977
YNCO0001C	NC_001147.6	110962	111033	-	72	0	4	5	5
YOL108C	NC_001147.6	111431	111886	-	456	2255	2271	1786	2114
YOL107W	NC_001147.6	112102	113130	+	1029	620	659	471	601
YNCO0002W	NC_001147.6	113802	113874	+	73	1	0	1	1
YOL105C	NC_001147.6	114138	115808	-	1671	720	987	847	831
YOL104C	NC_001147.6	116396	117454	-	1059	193	253	197	150
YOL103W-B	NC_001147.6	118000	123268	+	5269	12	8	6	9
YOL103W-A	NC_001147.6	118000	119322	+	1323	0	0	0	0
YOL103W	NC_001147.6	124001	125830	+	1830	2814	3030	2910	3773
YOL102C	NC_001147.6	125997	126689	-	693	2426	1950	2134	2530
YOL101C	NC_001147.6	126982	127920	-	939	6318	6244	1938	1325
YOL100W	NC_001147.6	129237	132482	+	3246	5215	5425	5714	4370
YOL098C	NC_001147.6	132725	135838	-	3114	6026	6595	6283	6260
YNCO0003C	NC_001147.6	136088	136183	-	96	40	33	28	58
YOL097W-A	NC_001147.6	136220	136405	+	186	96	79	81	136
YOL097C	NC_001147.6	136527	137825	-	1299	3004	3336	2672	3481
YOL096C	NC_001147.6	138107	139045	-	939	1558	1641	1470	1357
YOL095C	NC_001147.6	139227	141347	-	2121	1002	1136	762	804
YOL094C	NC_001147.6	141584	142555	-	972	1592	1630	1676	1801
YOL093W	NC_001147.6	142815	143696	+	882	1422	1575	1623	1701
YOL092W	NC_001147.6	144204	145130	+	927	2512	2474	2160	2551
YOL091W	NC_001147.6	145334	147163	+	1830	553	493	459	695
YOL090W	NC_001147.6	147382	150276	+	2895	2213	2412	2478	4039
YOL089C	NC_001147.6	150398	153490	-	3093	2393	2419	2373	1838
YOL088C	NC_001147.6	153912	154745	-	834	3660	3970	3780	4730
YOL087C	NC_001147.6	155287	158637	-	3351	4824	5087	4726	4192
YOL086W-A	NC_001147.6	159173	159445	+	273	2453	2287	1566	2523
YOL086C	NC_001147.6	159548	160594	-	1047	53595	51465	60474	40209
YOL085C	NC_001147.6	161673	162014	-	342	115	92	92	71
YOL084W	NC_001147.6	162356	165331	+	2976	19593	17168	17397	11579
YOL083W	NC_001147.6	165714	166952	+	1239	11028	9357	16326	10125
YOL082W	NC_001147.6	168727	169974	+	1248	3787	3593	5503	4974
YOL081W	NC_001147.6	171070	180309	+	9240	10608	11477	9996	8402
YOL080C	NC_001147.6	180558	181427	-	870	743	867	719	975
YOL078W	NC_001147.6	181682	185212	+	3531	1379	1432	1381	1305
YOL077W-A	NC_001147.6	185438	185644	+	207	6401	5988	6761	16966
YOL077C	NC_001147.6	185848	186723	-	876	2614	2863	2456	3927
YOL076W	NC_001147.6	187024	189414	+	2391	517	694	724	1338
YOL075C	NC_001147.6	189658	193542	-	3885	1883	2148	1648	1721
YOL073C	NC_001147.6	193832	194800	-	969	3417	3048	3046	2226
YOL072W	NC_001147.6	194970	196337	+	1368	1664	1602	1543	1267
YOL071W	NC_001147.6	196507	196995	+	489	4200	3952	4418	3946
YOL070C	NC_001147.6	197220	198725	-	1506	3391	3181	2752	1861
YOL069W	NC_001147.6	198942	200297	+	1356	742	742	633	500
YOL068C	NC_001147.6	200368	201879	-	1512	6173	6354	6897	5625
YOL067C	NC_001147.6	201985	202518	-	534	1650	1873	2131	1335
YOL066C	NC_001147.6	202696	204471	-	1776	2422	2572	2515	2160
YOL065C	NC_001147.6	204731	205885	-	1155	2135	2071	2382	1844
YOL064C	NC_001147.6	206103	207176	-	1074	4081	4576	3178	3498
YOL063C	NC_001147.6	207392	210265	-	2874	2812	2917	2747	2305
YOL062C	NC_001147.6	210520	211995	-	1476	4100	4383	3353	3629
YOL061W	NC_001147.6	212244	213734	+	1491	5625	6129	5009	5706
YOL060C	NC_001147.6	214017	216137	-	2121	6136	6469	5471	4513
YOL059W	NC_001147.6	217126	218448	+	1323	3637	4588	2704	2740
YOL058W	NC_001147.6	219211	220473	+	1263	13494	15053	6870	5807
YOL057W	NC_001147.6	220767	222902	+	2136	4025	4250	4344	5182
YOL056W	NC_001147.6	223268	224179	+	912	773	777	425	548
YOL055C	NC_001147.6	224420	226075	-	1656	2469	2840	1809	1734
YNCO0004C	NC_001147.6	226611	226681	-	71	1	8	3	6
YNCO0005W	NC_001147.6	228331	228404	+	74	0	1	0	3
YOL054W	NC_001147.6	228614	229834	+	1221	2898	2894	2497	2174
YOL053W	NC_001147.6	230085	231272	+	1188	2356	2573	2132	3473
YOL052C-A	NC_001147.6	231570	231755	-	186	66290	58884	73574	51512
YOL052C	NC_001147.6	232446	233636	-	1191	1287	1532	1430	1602
YNCO0006W	NC_001147.6	234346	234546	+	201	61	73	51	77
YOL051W	NC_001147.6	234940	238185	+	3246	6762	6967	7502	5608
YOL049W	NC_001147.6	238619	240094	+	1476	3333	3551	3908	4550
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	3006	3015	3531	3568
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	176	256	271	371
YOL045W	NC_001147.6	243497	246802	+	3306	3242	3672	4010	5234
YOL044W	NC_001147.6	247150	248301	+	1152	2809	2561	3133	2424
YOL043C	NC_001147.6	248392	249534	-	1143	1675	1820	1428	1274
YOL042W	NC_001147.6	249825	250916	+	1092	3146	3414	2382	2440
YOL041C	NC_001147.6	251267	252646	-	1380	3181	3445	2984	3774
YOL040C	NC_001147.6	253149	253577	-	429	14458	16624	17725	23475
YOL039W	NC_001147.6	254297	254617	+	321	5751	6801	8306	11563
YOL038C-A	NC_001147.6	254926	255021	-	96	717	465	708	1110
YOL038W	NC_001147.6	255337	256101	+	765	11314	11671	12124	15142
YOL036W	NC_001147.6	256745	259030	+	2286	4635	5534	4973	4126
YNCO0007W	NC_001147.6	259489	259578	+	90	58	63	45	102
YOL034W	NC_001147.6	259923	263204	+	3282	2101	2246	1899	1934
YOL033W	NC_001147.6	263475	265085	+	1611	1474	1796	1197	2342
YOL032W	NC_001147.6	265429	266169	+	741	2746	2532	2229	2006
YOL031C	NC_001147.6	266264	267529	-	1266	1744	2206	1168	1824
YOL030W	NC_001147.6	268187	269641	+	1455	3393	4252	3469	4159
YOL029C	NC_001147.6	269815	270420	-	606	638	677	809	1022
YOL028C	NC_001147.6	270633	271370	-	738	384	407	391	427
YOL027C	NC_001147.6	272003	273724	-	1722	7254	7523	7375	5729
YOL026C	NC_001147.6	274012	274353	-	342	2735	2601	2938	3132
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	0	3	4	0
YOL025W	NC_001147.6	274957	276939	+	1983	2216	2219	2279	1843
YOL024W	NC_001147.6	277086	277604	+	519	82	82	79	86
YOL023W	NC_001147.6	278056	280086	+	2031	1625	1818	1391	1620
YOL022C	NC_001147.6	280272	281498	-	1227	3131	3378	2404	2883
YNCO0009W	NC_001147.6	282164	282234	+	71	17	10	12	5
YOL021C	NC_001147.6	282421	285426	-	3006	4127	4307	3796	3471
YOL020W	NC_001147.6	286172	287950	+	1779	4587	4609	4309	4994
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	3	1	3	2
YOL019W-A	NC_001147.6	288420	288572	+	153	4	8	7	1
YOL019W	NC_001147.6	288898	290553	+	1656	1327	1619	1498	1677
YOL018C	NC_001147.6	290881	292074	-	1194	3402	3201	2799	3015
YOL017W	NC_001147.6	292529	294673	+	2145	1107	1244	1058	1336
YOL016C	NC_001147.6	294777	296120	-	1344	6833	9957	5062	5659
YOL015W	NC_001147.6	297078	298838	+	1761	415	490	183	202
YOL014W	NC_001147.6	299693	300067	+	375	464	566	419	805
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	67	97	76	222
YOL013C	NC_001147.6	301380	303035	-	1656	4729	4089	3650	2682
YOL012C	NC_001147.6	303579	303983	-	405	2692	2872	2957	2913
YOL011W	NC_001147.6	305349	307409	+	2061	2070	2677	2352	2034
YOL010W	NC_001147.6	307938	309041	+	1104	2399	2652	1988	2983
YOL009C	NC_001147.6	309324	310139	-	816	1249	1293	1037	917
YOL008W	NC_001147.6	310312	310935	+	624	1105	1134	937	1030
YOL007C	NC_001147.6	311342	312367	-	1026	691	1074	1159	1873
YOL006C	NC_001147.6	313078	315387	-	2310	3150	3432	2915	3481
YOL005C	NC_001147.6	315813	316175	-	363	2023	2259	2118	2551
YOL004W	NC_001147.6	316938	321548	+	4611	5711	5883	6193	5053
YOL003C	NC_001147.6	321858	322994	-	1137	2055	2044	1748	1736
YOL002C	NC_001147.6	323411	324364	-	954	4798	5139	1863	2010
YOL001W	NC_001147.6	325249	326130	+	882	1017	1171	1018	1045
YOR001W	NC_001147.6	326832	329033	+	2202	4372	4593	4039	3517
YOR002W	NC_001147.6	329417	331051	+	1635	4495	4447	4459	4588
YOR003W	NC_001147.6	331455	332891	+	1437	1931	1777	1494	1587
YOR004W	NC_001147.6	333592	334356	+	765	1805	1781	1296	1581
YOR005C	NC_001147.6	334509	337343	-	2835	3005	3249	2821	2396
YOR006C	NC_001147.6	337680	338621	-	942	2135	1986	1962	2343
YOR007C	NC_001147.6	338938	339978	-	1041	44445	47247	44758	39950
YNCO0012C	NC_001147.6	340299	340371	-	73	20	9	5	4
YOR008C	NC_001147.6	341278	342414	-	1137	7203	7195	6808	6594
YOR008C-A	NC_001147.6	342857	343081	-	225	73	77	81	76
YOR009W	NC_001147.6	344335	345798	+	1464	966	1126	1230	927
YOR010C	NC_001147.6	346195	346950	-	756	879	1094	657	719
YOR011W	NC_001147.6	349679	353863	+	4185	1968	2162	2237	1836
YNCO0013C	NC_001147.6	354041	354113	-	73	1	5	6	8
YOR011W-A	NC_001147.6	355652	355858	+	207	134	98	97	121
YOR012W	NC_001147.6	356543	356956	+	414	289	291	246	323
YOR014W	NC_001147.6	357674	359947	+	2274	5555	5624	5712	4522
YOR015W	NC_001147.6	359993	360352	+	360	1214	1310	1287	1376
YOR016C	NC_001147.6	360461	361084	-	624	2973	2747	2776	3201
YOR017W	NC_001147.6	361412	363814	+	2403	1825	1898	1632	1602
YOR018W	NC_001147.6	364369	366882	+	2514	1744	1838	1808	1353
YOR019W	NC_001147.6	368127	370319	+	2193	3680	3235	3882	2717
YOR020C	NC_001147.6	370524	370844	-	321	30976	32114	26781	36414
YOR020W-A	NC_001147.6	371685	371957	+	273	7511	6149	6693	6817
YOR021C	NC_001147.6	372798	373439	-	642	4764	4137	3376	4827
YOR022C	NC_001147.6	373710	375857	-	2148	1912	1838	1657	1696
YOR023C	NC_001147.6	376012	377712	-	1701	7003	7431	7047	4809
YOR025W	NC_001147.6	378219	379562	+	1344	1065	1014	1228	933
YOR026W	NC_001147.6	379781	380806	+	1026	1329	1272	1356	1448
YOR027W	NC_001147.6	381053	382822	+	1770	61329	59995	57524	37801
YOR028C	NC_001147.6	383533	384420	-	888	3240	2695	3495	2773
YOR029W	NC_001147.6	384600	384935	+	336	13	21	13	12
YOR030W	NC_001147.6	386825	388684	+	1860	2026	2023	1947	1487
YOR031W	NC_001147.6	389213	389422	+	210	24730	19031	24562	20439
YOR032C	NC_001147.6	389771	391075	-	1305	2043	2282	1747	1736
YOR032W-A	NC_001147.6	392176	392376	+	201	104	124	121	114
YOR033C	NC_001147.6	392416	394524	-	2109	969	1130	1005	1511
YOR034C	NC_001147.6	394837	397086	-	2250	3485	3239	3122	2435
YOR034C-A	NC_001147.6	397426	397668	-	243	218	237	230	251
YOR035C	NC_001147.6	397735	400104	-	2370	3454	3582	3633	2708
YOR036W	NC_001147.6	400348	401214	+	867	7998	8754	6720	7196
YOR037W	NC_001147.6	401555	402655	+	1101	2143	2309	1635	2317
YOR038C	NC_001147.6	402761	405388	-	2628	1882	1964	1888	1987
YOR039W	NC_001147.6	405768	406544	+	777	3823	3934	3960	4236
YOR040W	NC_001147.6	407064	407921	+	858	5459	5010	5792	4835
YNCO0014C	NC_001147.6	407948	408134	-	187	1492	1476	1438	1832
YOR042W	NC_001147.6	408425	409660	+	1236	7492	7173	8210	5989
YNCO0015C	NC_001147.6	409765	409864	-	100	348	317	237	364
YOR043W	NC_001147.6	410870	412330	+	1461	4528	4512	4861	4589
YOR044W	NC_001147.6	413007	413480	+	474	1822	1320	1281	1017
YOR045W	NC_001147.6	413852	414037	+	186	4364	4545	3506	5837
YOR046C	NC_001147.6	414459	415907	-	1449	3665	3863	3639	4270
YOR047C	NC_001147.6	416347	417681	-	1335	361	377	369	397
YOR048C	NC_001147.6	418630	421650	-	3021	3592	4247	3421	3163
